Site;Substrate;Habitat;Station;Latitude;Longitude;Order;Family;Genus;Species;SR;MaxN;LengthType;Length;lwa;lwb;commentLWab;Biomassg;Size_max;Size_max_type;Diets;TrophicG;Size_Class_PNAS;Home_Range;Activity;Schooling;Level_water;Depth
Stylaster;Seamount;Summit500;SM00603;-23.62231798;167.716441;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;1;FL;19.1291974784263;0.0239;2.996;Fishbase_mean_Genus;165.333692678157;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;476
Stylaster;Seamount;Summit500;SM00603;-23.62231798;167.716441;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;7;FL;55.97495;0.00209;3.15433333333333;Fishbase_mean_Genus;4775.28356242657;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;476
Stylaster;Seamount;Summit500;SM00604;-23.59703698;167.691752;Squaliformes;Dalatiidae;Dalatias;Dalatias_licha;1;1;FL;71.043669163627;0.0018175;3.2145;Fishbase_mean_Order;1626.30787049168;182;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;491
Stylaster;Seamount;Summit500;SM00604;-23.59703698;167.691752;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;1;FL;18.7275055183259;0.0239;2.996;Fishbase_mean_Genus;155.148571892315;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;491
Stylaster;Seamount;Summit500;SM00604;-23.59703698;167.691752;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;6;FL;58.52445;0.00209;3.15433333333333;Fishbase_mean_Genus;4710.51750895875;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;491
Stylaster;Seamount;Summit500;SM00605;-23.61608704;167.69093;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;3;FL;18.16685;0.0239;2.996;Fishbase_mean_Genus;424.933458607715;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;467
Stylaster;Seamount;Summit500;SM00605;-23.61608704;167.69093;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;7;FL;52.43831;0.00209;3.15433333333333;Fishbase_mean_Genus;3886.77588955189;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;467
Stylaster;Seamount;Summit500;SM00606;-23.66183333;167.6998333;Scombriformes;Bramidae;Eumegistus;Eumegistus_illustris;1;2;FL;42.8312368569412;0.012;3.015;Fishbase_Length_Converted;1995.12218865353;47;SL;FC;Carnivore;S4;VMob;Both;Sol;Low;487
Stylaster;Seamount;Summit500;SM00606;-23.66183333;167.6998333;Carcharhiniformes;Pseudotriakidae;Gollum;Gollum_attenuatus;1;1;FL;60.231;0.009243;3.131727;Fishbase_mean_Order;3465.16191917831;107;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;487
Stylaster;Seamount;Summit500;SM00606;-23.66183333;167.6998333;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_berndti;1;2;FL;17.0279;0.0239;2.996;Fishbase_mean_Genus;233.338566415619;47.5;SL;IM;Carnivore;S4;Mob;Both;Sol;Bottom;487
Stylaster;Seamount;Summit500;SM00606;-23.66183333;167.6998333;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;8;FL;46.4994454545455;0.00209;3.15433333333333;Fishbase_mean_Genus;3040.34149552779;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;487
Stylaster;Seamount;Summit500;SM00607;-23.68641667;167.7210167;Zeiformes;Grammicolepididae;Grammicolepis;Grammicolepis_brachiusculus;1;1;FL;52.1845907032529;0.0312;2.71;Fishbase_Length_Converted;1408.29674980873;64;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;444
Stylaster;Seamount;Summit500;SM00607;-23.68641667;167.7210167;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_berndti;1;1;FL;13.7327;0.0239;2.996;Fishbase_mean_Genus;61.251210403061;47.5;SL;IM;Carnivore;S4;Mob;Both;Sol;Bottom;444
Stylaster;Seamount;Summit500;SM00607;-23.68641667;167.7210167;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;9;FL;44.0340714285714;0.00209;3.15433333333333;Fishbase_mean_Genus;2880.35975744306;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;444
Stylaster;Seamount;Summit500;SM00608;-23.67705;167.7420333;Scombriformes;Bramidae;Eumegistus;Eumegistus_illustris;1;2;FL;45.5336;0.012;3.015;Fishbase_Length_Converted;2399.2869163273;47;SL;FC;Carnivore;S4;VMob;Both;Sol;Low;470
Stylaster;Seamount;Summit500;SM00608;-23.67705;167.7420333;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_berndti;1;1;FL;19.671;0.0239;2.996;Fishbase_mean_Genus;179.763663554622;47.5;SL;IM;Carnivore;S4;Mob;Both;Sol;Bottom;470
Stylaster;Seamount;Summit500;SM00608;-23.67705;167.7420333;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;20.6516846229168;0.0150866666666667;3.107;Fishbase;183.721500741778;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;470
Stylaster;Seamount;Summit500;SM00608;-23.67705;167.7420333;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;9;FL;50.33955;0.00209;3.15433333333333;Fishbase_mean_Genus;4393.17114218139;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;470
Stylaster;Seamount;Summit500;SM00609;-23.64386667;167.7252167;Carcharhiniformes;Pseudotriakidae;Gollum;Gollum_attenuatus;1;3;FL;41.8228;0.009243;3.131727;Fishbase_mean_Order;3317.09116153749;107;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;454
Stylaster;Seamount;Summit500;SM00609;-23.64386667;167.7252167;Zeiformes;Grammicolepididae;Grammicolepis;Grammicolepis_brachiusculus;1;1;FL;49.2537079869649;0.0312;2.71;Fishbase_Length_Converted;1204.10427323113;64;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;454
Stylaster;Seamount;Summit500;SM00609;-23.64386667;167.7252167;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;99.4484622623869;0.00124;3.474;Fishbase_Length_Converted;10791.3899918748;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;454
Stylaster;Seamount;Summit500;SM00609;-23.64386667;167.7252167;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_berndti;1;1;FL;22.6443;0.0239;2.996;Fishbase_mean_Genus;274.065750021834;47.5;SL;IM;Carnivore;S4;Mob;Both;Sol;Bottom;454
Stylaster;Seamount;Summit500;SM00609;-23.64386667;167.7252167;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;10;FL;34.7236;0.00209;3.15433333333333;Fishbase_mean_Genus;1512.83050279696;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;454
Stylaster;Seamount;Summit500;SM00610;-23.66416667;167.7202167;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_berndti;1;2;FL;21.17215;0.0239;2.996;Fishbase_mean_Genus;448.1462053309;47.5;SL;IM;Carnivore;S4;Mob;Both;Sol;Bottom;482
Stylaster;Seamount;Summit500;SM00610;-23.66416667;167.7202167;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;8;FL;50.12668;0.00209;3.15433333333333;Fishbase_mean_Genus;3853.18981425131;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;482
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;2;FL;125.440633333333;0.0109;3.012;Fishbase;45598.7005565904;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;3;FL;52.9786;0.031225;2.83725;Fishbase;7300.08272653612;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Syngnathiformes;Fistulariidae;Fistularia;Fistularia_commersonii;1;1;FL;81.0258725937659;0.00785333333333333;2.7558;Fishbase_Length_Converted;1428.3652309422;160;TL;FC;Piscivore;S6;VMob;Day;SmallG;High;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;117.099279032346;0.00124;3.474;Fishbase_Length_Converted;19036.1469869049;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;3;FL;23.4217666666667;0.0150866666666667;3.107;Fishbase;814.934685037648;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;3;FL;39.6786;0.033775;2.82325;Fishbase;3302.48459329965;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;3;FL;74.9881333333333;0.04136;2.76375;Fishbase;18867.4160067665;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;246
KaimonMaru;Seamount;Summit250;SM00701;-24.70696;168.1384;Tetraodontiformes;Triodontidae;Triodon;Triodon_macropterus;1;1;FL;43.206827332212;0.0466192105263158;2.86477157894737;Fishbase_mean_Order;2259.69009081006;54;TL;OM;Carnivore;S5;VMob;Both;Sol;Bottom;246
KaimonMaru;Seamount;Summit250;SM00702;-24.72153;168.11688;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;12;FL;66.8940857142857;0.031225;2.83725;Fishbase;56593.2986356128;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;319
KaimonMaru;Seamount;Summit250;SM00702;-24.72153;168.11688;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;104.461866666667;0.00124;3.474;Fishbase_Length_Converted;12802.0942534501;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;319
KaimonMaru;Seamount;Summit250;SM00702;-24.72153;168.11688;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;1;FL;96.5271;0.04136;2.76375;Fishbase;12637.3181405214;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;319
KaimonMaru;Seamount;Summit250;SM00702;-24.72153;168.11688;Squaliformes;Squalidae;Squalus;Squalus_nasutus;1;6;FL;66.4316142857143;0.00209;3.15433333333333;Fishbase_mean_Genus;7025.46593955833;66.4316142857143;FL;FC;Carnivore;S4;VMob;Both;Sol;Low;319
KaimonMaru;Seamount;Summit250;SM00702;-24.72153;168.11688;Tetraodontiformes;Triodontidae;Triodon;Triodon_macropterus;1;1;FL;48.238;0.0466192105263158;2.86477157894737;Fishbase_mean_Order;3098.06637474826;54;TL;OM;Carnivore;S5;VMob;Both;Sol;Bottom;319
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Lutjaniformes;Lutjanidae;Etelis;Etelis_carbunculus;1;1;FL;30.7831;0.01985;2.9735;Fishbase;528.758416365137;127;FL;FC;Carnivore;S6;VMob;Both;MedG;Low;322
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;6;FL;53.6083166666667;0.031225;2.83725;Fishbase;15097.9392203758;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;322
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;106.541385257821;0.00124;3.474;Fishbase_Length_Converted;13709.4614778259;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;322
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Perciformes;Serranidae;Epinephelus;Hyporthodus_octofasciatus;1;1;FL;105.8766;0.016675;2.99555;Fishbase_Length_Converted;19384.5374269048;130;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;322
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;28.6318;0.0150866666666667;3.107;Fishbase;507.016456701376;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;322
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;1;FL;73.5704;0.04136;2.76375;Fishbase;5965.97282073227;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;322
KaimonMaru;Seamount;Summit250;SM00703;-24.74354;168.12854;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;64.82465;0.021992;2.9532;Base_Traits_De_Vie;9856.57030253327;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;322
KaimonMaru;Seamount;Summit250;SM00704;-24.71953;168.15732;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;7;FL;62.08078;0.031225;2.83725;Fishbase;26709.6503689386;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;246
KaimonMaru;Seamount;Summit250;SM00704;-24.71953;168.15732;Syngnathiformes;Fistulariidae;Fistularia;Fistularia_commersonii;1;1;FL;83.1686055018846;0.00785333333333333;2.7558;Fishbase_Length_Converted;1534.89333460901;160;TL;FC;Piscivore;S6;VMob;Day;SmallG;High;246
KaimonMaru;Seamount;Summit250;SM00704;-24.71953;168.15732;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;137.6625;0.00124;3.474;Fishbase_Length_Converted;33393.9091273643;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;246
KaimonMaru;Seamount;Summit250;SM00704;-24.71953;168.15732;Perciformes;Serranidae;Epinephelus;Hyporthodus_octofasciatus;1;1;FL;116.221640833096;0.016675;2.99555;Fishbase_Length_Converted;25629.2751240044;130;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;246
KaimonMaru;Seamount;Summit250;SM00704;-24.71953;168.15732;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;3;FL;24.0083666666667;0.0150866666666667;3.107;Fishbase;880.037533338752;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;246
KaimonMaru;Seamount;Summit250;SM00704;-24.71953;168.15732;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;2;FL;89.6222;0.04136;2.76375;Fishbase;20587.2880833844;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;246
KaimonMaru;Seamount;Summit250;SM00705;-24.72919;168.14172;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;110.724466666667;0.0109;3.012;Fishbase;15656.2667547154;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;238
KaimonMaru;Seamount;Summit250;SM00705;-24.72919;168.14172;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;5;FL;65.67965;0.031225;2.83725;Fishbase;22386.0811242318;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;238
KaimonMaru;Seamount;Summit250;SM00705;-24.72919;168.14172;Perciformes;Serranidae;Epinephelus;Hyporthodus_octofasciatus;1;1;FL;152.044866666667;0.016675;2.99555;Fishbase_Length_Converted;57315.4035450627;152.044866666667;FL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;238
KaimonMaru;Seamount;Summit250;SM00705;-24.72919;168.14172;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;2;FL;47.23385;0.05398;2.787136;Fishbase;5007.65787264147;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;238
KaimonMaru;Seamount;Summit250;SM00705;-24.72919;168.14172;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;5;FL;88.06166;0.04136;2.76375;Fishbase;49029.2489286313;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;238
KaimonMaru;Seamount;Summit250;SM00705;-24.72919;168.14172;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;82.24215;0.021992;2.9532;Base_Traits_De_Vie;9952.25905581718;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;238
KaimonMaru;Seamount;Summit250;SM00706;-24.75870204;168.148963;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;3;FL;64.4045;0.031225;2.83725;Fishbase;12704.8992955616;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;243
KaimonMaru;Seamount;Summit250;SM00706;-24.75870204;168.148963;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;20.0054237871007;0.0150866666666667;3.107;Fishbase;166.440638043856;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;243
KaimonMaru;Seamount;Summit250;SM00706;-24.75870204;168.148963;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;3;FL;72.2534;0.04136;2.76375;Fishbase;17026.3430421324;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;243
KaimonMaru;Seamount;Summit250;SM00706;-24.75870204;168.148963;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;73.3588953094308;0.021992;2.9532;Base_Traits_De_Vie;7101.00608796129;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;243
KaimonMaru;Seamount;Summit250;SM00706;-24.75870204;168.148963;Tetraodontiformes;Triodontidae;Triodon;Triodon_macropterus;1;3;FL;33.04994;0.0466192105263158;2.86477157894737;Fishbase_mean_Order;3146.0320584658;54;TL;OM;Carnivore;S5;VMob;Both;Sol;Bottom;243
KaimonMaru;Seamount;Summit250;SM00707;-24.772817;168.137462;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;2;FL;66.3329;0.031225;2.83725;Fishbase;9209.43536516283;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;266
KaimonMaru;Seamount;Summit250;SM00707;-24.772817;168.137462;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;7.0753;0.0150866666666667;3.107;Fishbase;6.58795421405463;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;266
KaimonMaru;Seamount;Summit250;SM00707;-24.772817;168.137462;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;3;FL;71.649418105293;0.021992;2.9532;Base_Traits_De_Vie;19870.0990350728;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;266
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Lutjaniformes;Lutjanidae;Etelis;Etelis_carbunculus;1;1;FL;60.3367887767446;0.01985;2.9735;Fishbase;3911.30479821478;127;FL;FC;Carnivore;S6;VMob;Both;MedG;Low;340
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;1;FL;63.9165328297837;0.031225;2.83725;Fishbase;4144.56087512581;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;340
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;113.619390652332;0.00124;3.474;Fishbase_Length_Converted;17142.0799621272;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;340
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;20.2469004979915;0.0150866666666667;3.107;Fishbase;172.76243049688;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;340
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;73.4522230293905;0.021992;2.9532;Base_Traits_De_Vie;7127.71831421765;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;340
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Squaliformes;Squalidae;Squalus;Squalus_rancureli;1;1;FL;68.5478;0.00209;3.15433333333333;Fishbase_mean_Genus;1292.65267417475;77;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;340
KaimonMaru;Seamount;Summit250;SM00709;-24.77866103;168.159654;Tetraodontiformes;Triodontidae;Triodon;Triodon_macropterus;1;1;FL;42.2763102449962;0.0466192105263158;2.86477157894737;Fishbase_mean_Order;2123.05675175504;54;TL;OM;Carnivore;S5;VMob;Both;Sol;Bottom;340
Eponge;Seamount;Summit500;SM00800;-24.92854496;168.360843;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_japonicus;1;1;FL;28.160475;0.0165;3;Base_Traits_De_Vie;368.471474572425;28.160475;FL;IM;Carnivore;S3;Mob;Both;Sol;Low;520
Eponge;Seamount;Summit500;SM00800;-24.92854496;168.360843;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_richardsoni;1;1;FL;58.1579;0.0165;3;Base_Traits_De_Vie;3245.71283810676;58.1579;FL;IM;Carnivore;S5;VMob;Both;Sol;Low;520
Eponge;Seamount;Summit500;SM00800;-24.92854496;168.360843;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;4;FL;21.47695;0.0239;2.996;Fishbase_mean_Genus;935.508677098093;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;520
Eponge;Seamount;Summit500;SM00800;-24.92854496;168.360843;Scombriformes;Gempylidae;Promethichthys;Promethichthys_prometheus;1;1;FL;51.1842;0.0041;3.053;Fishbase;677.291803178504;100;SL;FC;Carnivore;S6;VMob;Both;Sol;Low;520
Eponge;Seamount;Summit500;SM00800;-24.92854496;168.360843;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;3;FL;70.2518625;0.00209;3.15433333333333;Fishbase_mean_Genus;4190.26924255838;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;520
Eponge;Seamount;Summit500;SM00801;-24.90934798;168.358997;Beryciformes;Berycidae;Beryx;Beryx_decadactylus;1;1;FL;50.6589169303436;0.018345;3.133;Fishbase;4019.80191113713;100;TL;IM;Carnivore;S6;VMob;Both;LargeG;Low;539
Eponge;Seamount;Summit500;SM00801;-24.90934798;168.358997;Scombriformes;Centrolophidae;Hyperoglyphe;Hyperoglyphe_antarctica;1;1;FL;79.7850058078256;0.00716;3.2552;Fishbase;11118.5249812809;140;TL;IM;Carnivore;S6;VMob;Both;Sol;Low;539
Eponge;Seamount;Summit500;SM00801;-24.90934798;168.358997;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_japonicus;1;1;FL;25;0.0185;2.9308;Fishbase_mean_Family;231.341904111533;25;TL;IM;Carnivore;S3;Mob;Both;Sol;Low;539
Eponge;Seamount;Summit500;SM00801;-24.90934798;168.358997;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_richardsoni;1;1;FL;52.6149054068328;0.0185;2.9308;Fishbase_mean_Family;2048.31800106506;56;TL;IM;Carnivore;S5;VMob;Both;Sol;Low;539
Eponge;Seamount;Summit500;SM00801;-24.90934798;168.358997;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;5;FL;21.0204114536884;0.0239;2.996;Fishbase_mean_Genus;1096.48066637115;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;539
Eponge;Seamount;Summit500;SM00801;-24.90934798;168.358997;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;3;FL;65.63267753204;0.00209;3.15433333333333;Fishbase_mean_Genus;3381.19417594872;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;539
Eponge;Seamount;Summit500;SM00803;-24.93926198;168.358021;Beryciformes;Berycidae;Beryx;Beryx_splendens;1;1;FL;31.9043;0.023078;3.0124;Fishbase;782.336441803382;70;Tl;FC;Carnivore;S5;VMob;Both;LargeG;Low;542
Eponge;Seamount;Summit500;SM00803;-24.93926198;168.358021;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_richardsoni;1;1;FL;56.55;0.0165;3;Base_Traits_De_Vie;2983.8828751875;56.55;FL;IM;Carnivore;S5;VMob;Both;Sol;Low;542
Eponge;Seamount;Summit500;SM00803;-24.93926198;168.358021;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;4;FL;20.49856;0.0239;2.996;Fishbase_mean_Genus;813.544023891029;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;542
Eponge;Seamount;Summit500;SM00803;-24.93926198;168.358021;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;2;FL;81.0844;0.00209;3.15433333333333;Fishbase_mean_Genus;4391.37840415149;81.0844;FL;FC;Carnivore;S5;VMob;Both;Sol;Low;542
Eponge;Seamount;Summit500;SM00804;-24.92569696;168.368186;Scombriformes;Centrolophidae;Hyperoglyphe;Hyperoglyphe_antarctica;1;2;FL;78.9737917936854;0.00716;3.2552;Fishbase;21509.4669817008;140;TL;IM;Carnivore;S6;VMob;Both;Sol;Low;530
Eponge;Seamount;Summit500;SM00804;-24.92569696;168.368186;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_japonicus;1;1;FL;25;0.0185;2.9308;Fishbase_mean_Family;231.341904111533;25;TL;IM;Carnivore;S3;Mob;Both;Sol;Low;530
Eponge;Seamount;Summit500;SM00804;-24.92569696;168.368186;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_richardsoni;1;3;FL;51.6133868338013;0.0185;2.9308;Fishbase_mean_Family;5808.40515572096;56;TL;IM;Carnivore;S5;VMob;Both;Sol;Low;530
Eponge;Seamount;Summit500;SM00804;-24.92569696;168.368186;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_japonica;1;2;FL;21.2040760959076;0.0239;2.996;Fishbase_mean_Genus;450.17386841769;30;SL;IM;Carnivore;S3;Mob;Both;Sol;Bottom;530
Eponge;Seamount;Summit500;SM00804;-24.92569696;168.368186;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;22.5004524844276;0.0150866666666667;3.107;Fishbase;239.801289677108;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;530
Eponge;Seamount;Summit500;SM00804;-24.92569696;168.368186;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;5;FL;64.1827897453236;0.00209;3.15433333333333;Fishbase_mean_Genus;5251.90662842811;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;530
Eponge;Seamount;Summit500;SM00806;-24.903643;168.372163;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_japonicus;1;2;FL;25.6424;0.0165;3;Base_Traits_De_Vie;556.40362589437;25.6424;FL;IM;Carnivore;S3;Mob;Both;Sol;Low;552
Eponge;Seamount;Summit500;SM00806;-24.903643;168.372163;Pempheriformes;Pentacerotidae;Pentaceros;Pentaceros_richardsoni;1;2;FL;51.0923722359891;0.0185;2.9308;Fishbase_mean_Family;3758.82136718752;56;TL;IM;Carnivore;S5;VMob;Both;Sol;Low;552
