Site;Substrate;Habitat;Station;Latitude;Longitude;Order;Family;Genus;Species;SR;MaxN;LengthType;Length;lwa;lwb;commentLWab;Biomassg;Size_max;Size_max_type;Diets;TrophicG;Size_Class_PNAS;Home_Range;Activity;Schooling;Level_water;Depth
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;131.871640441063;0.0109;3.012;Fishbase;26504.6785203176;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Carangidae;Decapterus;Decapterus_macarellus;1;1;FL;25.8152;0.00783;3.14;Fishbase_Length_Converted;212.349290045066;46;TL;PK;Planktonivore;S4;VMob;Day;LargeG;High;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Serranidae;Epinephelus;Epinephelus_maculatus;1;1;FL;46.442614917735;0.01104;3.06197;Fishbase;1402.87149949596;60.5;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;3;FL;39.92075;0.0220275;2.829235;Fishbase;2240.03005628775;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;1;FL;31.6096;0.0225225;2.9620175;Fishbase;623.888127077025;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;13;FL;39.2564153846154;0.05398;2.787136;Fishbase;19436.6743860424;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;48.4171333333333;0.021992;2.9532;Base_Traits_De_Vie;4163.26430338889;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;60
Antigonia;Seamount;Summit50;SM00306;-23.43795;168.08041;Perciformes;Sphyraenidae;Sphyraena;Sphyraena_barracuda;1;1;FL;91.5989;0.009945;3.06724375;Fishbase;10356.1997964382;200;TL;FC;Piscivore;S6;VMob;Night;SmallG;High;60
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;78.1227;0.0171375;3.01049625;Fishbase;8553.54736377815;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Carangidae;Carangoides;Carangoides_oblongus;1;1;FL;38.3346;0.0336926086956522;2.8892147826087;Fishbase_mean_Genus;1267.26949238717;46;TL;FC;Piscivore;S4;VMob;Both;SmallG;High;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;2;FL;155.6842375;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;274825.10302206;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;135.981191822374;0.0109;3.012;Fishbase;29071.3214916233;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Carangidae;Decapterus;Decapterus_macarellus;1;418;FL;32.6122923797059;0.00783;3.14;Fishbase_Length_Converted;184907.876619657;46;TL;PK;Planktonivore;S4;VMob;Day;LargeG;High;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;5;FL;44.19628;0.0220275;2.829235;Fishbase;4978.72422869367;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;8;FL;44.78772;0.05398;2.787136;Fishbase;17271.3955658103;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;2;FL;44.73035;0.04136;2.76375;Fishbase;3016.2172710115;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;61
Antigonia;Seamount;Summit50;SM00307;-23.4523;168.06821;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;43.6324;0.021992;2.9532;Base_Traits_De_Vie;1530.90755711378;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;61
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Tetraodontiformes;Balistidae;Abalistes;Abalistes_stellatus;1;1;FL;43.3023;0.053735;2.72575;Fishbase_mean_Genus;1552.30485110714;60;TL;IM;Carnivore;S5;Sed;Day;Sol;Bottom;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;1;FL;87.515;0.0171375;3.01049625;Fishbase;12038.6986265184;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;192.6315;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;275428.598813979;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Perciformes;Serranidae;Epinephelus;Epinephelus_maculatus;1;1;FL;46.964730527313;0.01104;3.06197;Fishbase;1451.72474114609;60.5;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;2;FL;41.3822;0.0220275;2.829235;Fishbase;1653.25848898023;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;2;FL;39.8412;0.0225225;2.9620175;Fishbase;2476.61898407183;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Anguilliformes;Ophichthidae;Myrichthys;Myrichthys_maculosus;1;1;FL;52.0835380354263;0.0037725;2.896375;Fishbase_mean_Order;353.864988845918;100;TL;IM;Carnivore;S6;Sed;Night;Sol;Bottom;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;2;FL;50.5629;0.033775;2.82325;Fishbase;4364.84650449779;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;25;FL;41.7761272727273;0.05398;2.787136;Fishbase;44454.9540859091;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;66
Antigonia;Seamount;Summit50;SM00308;-23.4668;168.07697;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;68.317;0.021992;2.9532;Base_Traits_De_Vie;11508.6699699359;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;66
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Tetraodontiformes;Balistidae;Abalistes;Abalistes_stellatus;1;1;FL;43.0997168035825;0.053735;2.72575;Fishbase_mean_Genus;1532.58967038694;60;TL;IM;Carnivore;S5;Sed;Day;Sol;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Lutjanidae;Aprion;Aprion_virescens;1;3;FL;74.0418;0.0171375;3.01049625;Fishbase;21833.4378698684;112;TL;FC;Piscivore;S6;VMob;Both;SmallG;Low;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Carangidae;Carangoides;Carangoides_orthogrammus;1;1;FL;48.4123;0.0184633333333333;2.99987333333333;Fishbase;2093.93805719687;75;TL;FC;Piscivore;S5;VMob;Both;SmallG;High;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Carangidae;Caranx;Caranx_melampygus;1;1;FL;50.2441;0.023398166;2.917987056;Base_Traits_De_Vie;2152.41513415852;117;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus_albimarginatus;1;1;FL;145.150162521625;0.00954363636363636;3.26528909090909;Fishbase_mean_Genus;109313.316035582;300;TL;FC;Piscivore;S6;VMob;Night;Sol;High;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_plumbeus;1;1;FL;134.172306018526;0.0109;3.012;Fishbase;27922.0374158252;250;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Serranidae;Epinephelus;Epinephelus_maculatus;1;1;FL;46.3116;0.01104;3.06197;Fishbase;1390.78893217696;60.5;TL;FC;Piscivore;S5;Mob;Both;Sol;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Lethrinidae;Gymnocranius;Gymnocranius_euanus;1;3;FL;42.9264666666667;0.0220275;2.829235;Fishbase;2750.74025759813;45;TL;IM;Carnivore;S4;Mob;Night;SmallG;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Lethrinidae;Lethrinus;Lethrinus_rubrioperculatus;1;1;FL;36.9325666666667;0.0225225;2.9620175;Fishbase;989.261109061882;50;TL;IM;Carnivore;S4;VMob;Both;MedG;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Mullidae;Mulloidichthys;Mulloidichthys_pfluegeri;1;3;FL;40.6413333333333;0.015013058;3.047630629;Base_Traits_De_Vie;3606.86938165887;40.6413333333333;FL;IM;Carnivore;S4;Mob;Day;SmallG;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Anguilliformes;Ophichthidae;Myrichthys;Myrichthys_maculosus;1;1;FL;51.6354883030545;0.0037725;2.896375;Fishbase_mean_Order;345.119777060738;100;TL;IM;Carnivore;S6;Sed;Night;Sol;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Acanthuridae;Naso;Naso_maculatus;1;1;FL;53.5745;0.02276625;3.0044525;Fishbase_mean_Genus;3563.39582075691;60;TL;PK;Planktonivore;S5;VMob;Day;SmallG;Low;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Myliobatiformes;Dasyatidae;Dasyatis;Neotrygon_kuhlii;1;1;FL;51.1474017026632;0.0092;3.3572;Fishbase;5019.38302883201;70;TL;IM;Carnivore;S5;Mob;Night;Sol;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Pinguipedidae;Parapercis;Parapercis_schauinslandii;1;2;FL;5.6204;0.00813923076923077;3.17548615384615;Fishbase_mean_Genus;3.91281035983389;18;TL;IM;Carnivore;S3;Mob;Day;Sol;Bottom;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;5;FL;48.867;0.033775;2.82325;Fishbase;9910.11912569167;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Carangidae;Pseudocaranx;Pseudocaranx_dentex;1;9;FL;40.854225;0.05398;2.787136;Fishbase;15038.7580095445;122;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;1;FL;35.8601;0.021992;2.9532;Base_Traits_De_Vie;857.715775180433;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;64
Antigonia;Seamount;Summit50;SM00310;-23.45162;168.09297;Perciformes;Sphyraenidae;Sphyraena;Sphyraena_barracuda;1;1;FL;83.7174565977493;0.009945;3.06724375;Fishbase;7858.69121182191;200;TL;FC;Piscivore;S6;VMob;Night;SmallG;High;64
IleDesPins;Seamount;Summit500;SM00401;-22.37249;167.40457;Carcharhiniformes;Scyliorhinidae;Cephaloscyllium;Cephaloscyllium_speccum;1;1;FL;65.8558;0.009243;3.131727;Fishbase_mean_Order;4583.03293552436;68;TL;FC;Carnivore;S5;VMob;Both;Sol;Bottom;496
IleDesPins;Seamount;Summit500;SM00401;-22.37249;167.40457;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;1;FL;70.90885;0.00209;3.15433333333333;Fishbase_mean_Genus;1438.37584242659;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;496
IleDesPins;Seamount;Summit500;SM00404;-22.39137;167.40549;Lutjaniformes;Lutjanidae;Etelis;Etelis_carbunculus;1;1;FL;56.2714845593775;0.01985;2.9735;Fishbase;3178.65203019001;127;FL;FC;Carnivore;S6;VMob;Both;MedG;Low;485
IleDesPins;Seamount;Summit500;SM00404;-22.39137;167.40549;Scombriformes;Bramidae;Eumegistus;Eumegistus_illustris;1;1;FL;40.9186837445798;0.012;3.015;Fishbase_Length_Converted;869.210644347252;47;SL;FC;Carnivore;S4;VMob;Both;Sol;Low;485
IleDesPins;Seamount;Summit500;SM00404;-22.39137;167.40549;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;2;FL;67.7968952170282;0.00209;3.15433333333333;Fishbase_mean_Genus;2497.02224925778;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;485
IleDesPins;Seamount;Summit500;SM00406;-22.38799;167.39948;Chimaeriformes;Chimaeridae;Chimaera;Chimaera_lignaria;1;1;FL;86.6596;0.0091;3.02;Fishbase_mean_Order;6475.11917780014;142;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;488
IleDesPins;Seamount;Summit500;SM00406;-22.38799;167.39948;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;4;FL;78.7002;0.00209;3.15433333333333;Fishbase_mean_Genus;7993.66706897041;78.7002;FL;FC;Carnivore;S5;VMob;Both;Sol;Low;488
IleDesPins;Seamount;Summit500;SM00407;-22.37895;167.41711;Gadiformes;Macrouridae;Lucigadus;Lucigadus_nigromaculatus;1;1;FL;16.8078;0.00059;3.45;Fishbase_mean_Family;9.97388872977477;34;TL;IM;Carnivore;S4;Mob;Both;Sol;Low;506
IleDesPins;Seamount;Summit500;SM00407;-22.37895;167.41711;Polymixiiformes;Polymixiidae;Polymixia;Polymixia_berndti;1;1;FL;13.258;0.0239;2.996;Fishbase_mean_Genus;55.124166134326;47.5;SL;IM;Carnivore;S4;Mob;Both;Sol;Bottom;506
IleDesPins;Seamount;Summit500;SM00407;-22.37895;167.41711;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;2;FL;68.3395;0.00209;3.15433333333333;Fishbase_mean_Genus;2560.6055753419;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;506
IleDesPins;Seamount;Summit500;SM00409;-22.38543;167.40834;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;1;FL;88.2383;0.00209;3.15433333333333;Fishbase_mean_Genus;2866.80025249983;88.2383;FL;FC;Carnivore;S5;VMob;Both;Sol;Low;480
JumeauWest;Seamount;Summit250;SM00501;-23.6639;168.00336;Beryciformes;Berycidae;Centroberyx;Centroberyx_affinis;1;5;FL;38.29084;0.08145;2.65455;Fishbase;6490.31302474638;51;SL;FC;Carnivore;S5;VMob;Both;LargeG;Low;248
JumeauWest;Seamount;Summit250;SM00501;-23.6639;168.00336;Perciformes;Serranidae;Epinephelus;Epinephelus_morrhua;1;1;FL;67.9613;0.034835;2.877;Fishbase;6507.77698365808;90;TL;FC;Carnivore;S6;Mob;Both;Sol;Bottom;248
JumeauWest;Seamount;Summit250;SM00501;-23.6639;168.00336;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;2;FL;56.69015;0.031225;2.83725;Fishbase;5897.55362043773;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;248
JumeauWest;Seamount;Summit250;SM00501;-23.6639;168.00336;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;20.8262733414266;0.0150866666666667;3.107;Fishbase;188.590331832174;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;248
JumeauWest;Seamount;Summit250;SM00501;-23.6639;168.00336;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;3;FL;63.50726;0.04136;2.76375;Fishbase;11919.4135817562;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;248
JumeauWest;Seamount;Summit250;SM00501;-23.6639;168.00336;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;6;FL;74.0754384615385;0.021992;2.9532;Base_Traits_De_Vie;43846.8012291657;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;248
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Lamniformes;Carcharhinidae;Carcharhinus;Carcharhinus_falciformis;1;1;FL;67.8708;0.0172;2.926;Fishbase;3935.79810365413;350;TL;FC;Piscivore;S6;VMob;Both;Sol;Low;246
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Perciformes;Serranidae;Epinephelus;Epinephelus_morrhua;1;2;FL;58.8549;0.034835;2.877;Fishbase;8604.1985961835;90;TL;FC;Carnivore;S6;Mob;Both;Sol;Bottom;246
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Perciformes;Serranidae;Hyporthodus;Hyporthodus_octofasciatus;1;13;FL;97.8847;0.016675;2.99555;Fishbase_Length_Converted;199202.578804205;130;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;246
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Perciformes;Lutjanidae;Parapristipomoides;Parapristipomoides_squamimaxillaris;1;3;FL;32.3119;0.0315898009950249;2.93817144278607;Fishbase_mean_Family;2578.89658793498;51.3;NG;FC;Carnivore;S5;VMob;Both;SmallG;Low;246
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_filamentosus;1;25;FL;53.4808097395583;0.033775;2.82325;Fishbase;63924.935276755;100;TL;FC;Carnivore;S6;VMob;Both;SmallG;Low;246
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;2;FL;48.332;0.021992;2.9532;Base_Traits_De_Vie;4141.6828136313;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;246
JumeauWest;Seamount;Summit250;SM00502;-23.6702;168.0023;Tetraodontiformes;Triodontidae;Triodon;Triodon_macropterus;1;2;FL;55.9744;0.0466192105263158;2.86477157894737;Fishbase_mean_Order;9488.23425371338;55.9744;FL;OM;Carnivore;S5;VMob;Both;Sol;Bottom;246
JumeauWest;Seamount;Summit250;SM00503;-23.68393;168.00475;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;1;FL;83.3272;0.031225;2.83725;Fishbase;8795.38315156124;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;245
JumeauWest;Seamount;Summit250;SM00503;-23.68393;168.00475;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;2;FL;12.7078;0.0150866666666667;3.107;Fishbase;81.2774245576749;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;245
JumeauWest;Seamount;Summit250;SM00503;-23.68393;168.00475;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;1;FL;52.8376;0.04136;2.76375;Fishbase;2389.81605877868;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;245
JumeauWest;Seamount;Summit250;SM00503;-23.68393;168.00475;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;25;FL;74.92325;0.021992;2.9532;Base_Traits_De_Vie;188939.386881937;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;245
JumeauWest;Seamount;Summit250;SM00505;-23.67341;168.01418;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;1;FL;44.8439;0.031225;2.83725;Fishbase;1516.34439057307;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;264
JumeauWest;Seamount;Summit250;SM00505;-23.67341;168.01418;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;1;FL;19.3228836493677;0.0150866666666667;3.107;Fishbase;149.423466972466;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;264
JumeauWest;Seamount;Summit250;SM00505;-23.67341;168.01418;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;5;FL;58.59568;0.04136;2.76375;Fishbase;15903.3670476975;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;264
JumeauWest;Seamount;Summit250;SM00505;-23.67341;168.01418;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;7;FL;66.2465857142857;0.021992;2.9532;Base_Traits_De_Vie;36780.9392421681;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;264
JumeauWest;Seamount;Summit250;SM00506;-23.67794397;168.012239;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;3;FL;10.4059;0.0150866666666667;3.107;Fishbase;65.5243039268508;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;253
JumeauWest;Seamount;Summit250;SM00506;-23.67794397;168.012239;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;1;FL;98.698;0.04136;2.76375;Fishbase;13438.4827668463;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;253
JumeauWest;Seamount;Summit250;SM00506;-23.67794397;168.012239;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;7;FL;91.8428538461538;0.021992;2.9532;Base_Traits_De_Vie;96522.4537914871;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;253
JumeauWest;Seamount;Summit250;SM00507;-23.69304;168.01192;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;3;FL;67.3625163054996;0.031225;2.83725;Fishbase;14431.2359799976;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;265
JumeauWest;Seamount;Summit250;SM00507;-23.69304;168.01192;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;103.596865881607;0.00124;3.474;Fishbase_Length_Converted;12437.5784257529;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;265
JumeauWest;Seamount;Summit250;SM00507;-23.69304;168.01192;Perciformes;Serranidae;Epinephelus;Hyporthodus_octofasciatus;1;2;FL;90.1470980118515;0.016675;2.99555;Fishbase_Length_Converted;23947.0242937648;130;TL;FC;Carnivore;S6;VMob;Both;Sol;Bottom;265
JumeauWest;Seamount;Summit250;SM00507;-23.69304;168.01192;Perciformes;Carangidae;Seriola;Seriola_lalandi;1;1;FL;71.6860269645592;0.04136;2.76375;Fishbase;5553.1276994082;250;TL;FC;Piscivore;S6;VMob;Both;SmallG;High;265
JumeauWest;Seamount;Summit250;SM00507;-23.69304;168.01192;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;6;FL;59.3697;0.021992;2.9532;Base_Traits_De_Vie;22809.0766811247;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;265
JumeauWest;Seamount;Summit250;SM00507;-23.69304;168.01192;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;1;FL;54.1193004258494;0.00209;3.15433333333333;Fishbase_mean_Genus;613.361944564477;72;TL;FC;Carnivore;S5;VMob;Both;Sol;Low;265
JumeauWest;Seamount;Summit250;SM00509;-23.68575398;168.004312;Syngnathiformes;Fistulariidae;Fistularia;Fistularia_commersonii;1;1;FL;79.1607933156087;0.00785333333333333;2.7558;Fishbase_Length_Converted;1339.57881080347;160;TL;FC;Piscivore;S6;VMob;Day;SmallG;High;248
JumeauWest;Seamount;Summit250;SM00509;-23.68575398;168.004312;Carcharhiniformes;Triakidae;Hemitriakis;Hemitriakis_japanica;1;1;FL;76.5989728408063;0.00753333333333333;3.01666666666667;Fishbase_mean_Family;3639.65096835557;110;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;248
JumeauWest;Seamount;Summit250;SM00509;-23.68575398;168.004312;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;2;FL;17.7621286548603;0.0150866666666667;3.107;Fishbase;230.040493737592;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;248
JumeauWest;Seamount;Summit250;SM00509;-23.68575398;168.004312;Perciformes;Carangidae;Seriola;Seriola_rivoliana;1;3;FL;69.3074512889345;0.021992;2.9532;Base_Traits_De_Vie;18012.6357198394;160;FL;FC;Piscivore;S6;VMob;Both;SmallG;High;248
JumeauWest;Seamount;Summit250;SM00509;-23.68575398;168.004312;Tetraodontiformes;Triodontidae;Triodon;Triodon_macropterus;1;1;FL;46.2512117500658;0.0466192105263158;2.86477157894737;Fishbase_mean_Order;2746.39051953371;54;TL;OM;Carnivore;S5;VMob;Both;Sol;Bottom;248
JumeauWest;Seamount;Summit250;SM00510;-23.70904;168.01141;Perciformes;Priacanthidae;Cookeolus;Cookeolus_japonicus;1;1;FL;50.6391230094651;0.0306;2.85;Fishbase_Length_Converted;2205.49982387186;68;TL;IM;Carnivore;S5;Mob;Night;SmallG;Low;339
JumeauWest;Seamount;Summit250;SM00510;-23.70904;168.01141;Lutjaniformes;Lutjanidae;Etelis;Etelis_carbunculus;1;1;FL;67.413;0.01985;2.9735;Fishbase;5439.13411621029;127;FL;FC;Carnivore;S6;VMob;Both;MedG;Low;339
JumeauWest;Seamount;Summit250;SM00510;-23.70904;168.01141;Lutjaniformes;Lutjanidae;Etelis;Etelis_coruscans;1;4;FL;64.50245;0.031225;2.83725;Fishbase;17013.0642610051;120;TL;FC;Carnivore;S6;VMob;Both;MedG;Low;339
JumeauWest;Seamount;Summit250;SM00510;-23.70904;168.01141;Hexanchiformes;Hexanchidae;Hexanchus;Hexanchus_nakamurai;1;1;FL;103.543657966274;0.00124;3.474;Fishbase_Length_Converted;12415.4005812118;180;TL;FC;Carnivore;S6;VMob;Both;Sol;Low;339
JumeauWest;Seamount;Summit250;SM00510;-23.70904;168.01141;Lutjaniformes;Lutjanidae;Pristipomoides;Pristipomoides_argyrogrammicus;1;4;FL;27.2958333333333;0.0150866666666667;3.107;Fishbase;1748.254559892;40;SL;FC;Carnivore;S4;VMob;Both;SmallG;Low;339
JumeauWest;Seamount;Summit250;SM00510;-23.70904;168.01141;Squaliformes;Squalidae;Squalus;Squalus_megalops;1;3;FL;73.699375;0.00209;3.15433333333333;Fishbase_mean_Genus;4873.8355272988;73.699375;FL;FC;Carnivore;S5;VMob;Both;Sol;Low;339
Stylaster;Seamount;Summit500;SM00603;-23.62231798;167.716441;Beryciformes;Berycidae;Beryx;Beryx_splendens;1;2;FL;24.31115;0.023078;3.0124;Fishbase;689.967543469973;70;Tl;FC;Carnivore;S5;VMob;Both;LargeG;Low;476
