code_spygen;code_explo;rep;date;station;site_name;province;country;project;sample_type;sample_method;time_start;time_end;duration_min;volume;depth_sampling;depth_seafloor;temperature;turbidity;habitat;habitat_type;gps_start;latitude_start;longitude_start;gps_end;latitude_end;longitude_end;filter;data_manager;gps_owner;comment
SPY190459;TR0010203;3;08/10/2019;NOUMEA_LAGON;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:48;12:12;24;32;20;25.5;NA;NA;marine;LAGON;LV02 59;-22.28809602;166.356277;LV02 60;166.358026;-22.28126099;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191039;TR0010301;1;10/10/2019;NOUMEA_FONDS_BLANCS;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:36;09:00;24;32;7;10.6;NA;NA;marine;FONDS_BLANCS;LV02 79;-22.28450504;166.221832;LV02 80;166.213166;-22.28539897;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191028;TR0010302;2;10/10/2019;NOUMEA_FONDS_BLANCS;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:28;09:50;22;32;7;10.6;NA;NA;marine;FONDS_BLANCS;LV02 82;-22.28308397;166.21072;LV02 83;166.206626;-22.27521496;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191029;TR0010303;3;10/10/2019;NOUMEA_FONDS_BLANCS;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:24;10:46;22;32;7;10.6;NA;NA;marine;FONDS_BLANCS;LV02 85;-22.27208901;166.201926;LV02 86;166.193503;-22.27174804;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191034;TR0010401;1;09/10/2019;NOUMEA_BARRIERE_EXTERNE;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:42;09:06;24;32;10;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 66;-22.35017097;166.233112;LV02 67;166.229177;-22.34018804;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191035;TR0010402;2;09/10/2019;NOUMEA_BARRIERE_EXTERNE;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:44;10:06;22;32;10;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 68;-22.34168102;166.229977;LV02 69;166.221714;-22.33583498;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191030;TR0010403;3;09/10/2019;NOUMEA_BARRIERE_EXTERNE;NOUMEA;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:54;11:16;22;32;10;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 70;-22.32065602;166.217878;LV02 71;166.214101;-22.31229298;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190447;TR0020101;1;21/10/2019;STVINCENT_BAIE;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:30;11:52;22;32;9;13;NA;NA;marine;BAIE;LV02 160;-21.98009997;166.04873;LV02 161;166.036673;-21.977604;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191043;TR0020102;2;21/10/2019;STVINCENT_BAIE;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:35;12:59;24;32;9;13;NA;NA;marine;BAIE;LV02 163;-21.97654202;166.033312;LV02 164;166.021714;-21.97619903;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191588;TR0020103;3;21/10/2019;STVINCENT_BAIE;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:48;14:18;30;32;9;13;NA;NA;marine;BAIE;LV02 167;-21.97167397;166.037934;LV02 168;166.022879;-21.973116;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191026;TR0020201;1;18/10/2019;STVINCENT_LAGON;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:03;11:24;21;32;19;23.5;NA;NA;marine;LAGON;LV02 141;-22.022961;165.984781;LV02 142;165.983598;-22.012464;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191027;TR0020202;2;18/10/2019;STVINCENT_LAGON;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:02;12:24;22;32;19;23.5;NA;NA;marine;LAGON;LV02 145;-22.020646;165.994456;LV02 146;165.993246;-22.01498603;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191020;TR0020203;3;18/10/2019;STVINCENT_LAGON;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:59;13:23;24;32;19;23.5;NA;NA;marine;LAGON;LV02 149;-22.01984603;166.000649;LV02 150;166.000106;-22.00917101;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190431;TR0020301;1;17/10/2019;STVINCENT_FONDS_BLANCS;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:36;10:01;25;32;8;10.9;NA;NA;marine;FONDS_BLANCS;LV02 114;-22.03110502;165.96515;LV02 115;165.96832;-22.03164197;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190418;TR0020302;2;17/10/2019;STVINCENT_FONDS_BLANCS;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:31;10:54;23;32;8;10.9;NA;NA;marine;FONDS_BLANCS;LV02 117;-22.03445401;165.96985;LV02 118;165.976043;-22.04196897;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190420;TR0020303;3;17/10/2019;STVINCENT_FONDS_BLANCS;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:34;11:59;25;32;8;10.9;NA;NA;marine;FONDS_BLANCS;LV02 121;-22.05089402;165.980551;LV02 122;165.974461;-22.03957804;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190423;TR0020401;1;22/10/2019;STVINCENT_BARRIERE_EXTERNE;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:25;10:49;24;32;10;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 178;-22.07648397;165.978274;LV02 179;165.974671;-22.07112199;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190439;TR0020402;2;22/10/2019;STVINCENT_BARRIERE_EXTERNE;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:26;11:53;27;32;10;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 181;-22.06782396;165.973843;LV02 182;165.969033;-22.05686202;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190445;TR0020403;3;22/10/2019;STVINCENT_BARRIERE_EXTERNE;STVINCENT;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:35;12:55;20;32;10;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 185;-22.05091104;165.961204;LV02 186;165.959236;-22.03751299;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191037;TR0030101;1;25/10/2019;BOURAIL_BAIE;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;07:12;07:34;22;32;10;14.7;NA;NA;marine;BAIE;LV02 219;-21.62330196;165.450172;LV02 220;165.451062;-21.62187997;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191036;TR0030102;2;25/10/2019;BOURAIL_BAIE;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;08:04;08:27;23;32;10;14.7;NA;NA;marine;BAIE;LV02 223;-21.62211701;165.44939;LV02 225;165.443644;-21.62564504;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191031;TR0030103;3;28/10/2019;BOURAIL_BAIE;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;14:57;15:18;21;32;10;14.7;NA;NA;marine;BAIE;LV02 238;-21.64239502;165.467292;LV02 240;165.457542;-21.64533103;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191032;TR0030201;1;24/10/2019;BOURAIL_LAGON;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:32;10:54;22;32;8;11;NA;NA;marine;LAGON;LV02 200;-21.74434997;165.561206;LV02 202;165.558483;-21.74218903;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191042;TR0030202;2;24/10/2019;BOURAIL_LAGON;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:31;11:55;24;32;8;11;NA;NA;marine;LAGON;LV02 205;-21.74347197;165.554044;LV02 206;165.552595;-21.742198;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191024;TR0030203;3;24/10/2019;BOURAIL_LAGON;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:32;12:58;26;32;8;11;NA;NA;marine;LAGON;LV02 207;-21.73816597;165.545243;LV02 207;165.545243;-21.73816597;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191573;TR0030301;1;28/10/2019;BOURAIL_FONDS_BLANCS;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:09;11:38;29;32;2;2.5;NA;NA;marine;FONDS_BLANCS;LV02 227;-21.70477096;165.488727;LV02 228;165.484069;-21.695632;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191575;TR0030302;2;28/10/2019;BOURAIL_FONDS_BLANCS;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:14;12:39;25;32;2;2.5;NA;NA;marine;FONDS_BLANCS;LV02 230;-21.696566;165.481624;LV02 231;165.47613;-21.68745898;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191022;TR0030303;3;28/10/2019;BOURAIL_FONDS_BLANCS;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:22;13:47;25;32;2;2.5;NA;NA;marine;FONDS_BLANCS;LV02 234;-21.68916897;165.474884;LV02 999;165.468172;-21.6809586;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191017;TR0030401;1;29/10/2019;BOURAIL_BARRIERE_EXTERNE;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:08;10:29;21;32;16;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 250;-21.68929503;165.461305;LV02 251;165.461121;-21.68280501;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191018;TR0030402;2;29/10/2019;BOURAIL_BARRIERE_EXTERNE;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:10;11:34;24;32;16;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 254;-21.67557604;165.455735;LV02 255;165.458336;-21.67803604;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191023;TR0030403;3;29/10/2019;BOURAIL_BARRIERE_EXTERNE;BOURAIL;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:14;12:34;20;32;16;>20m;NA;NA;marine;RECIF_BARRIERE;LV02 258;-21.662742;165.446166;LV02 259;165.448013;-21.66509103;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190436;TR0040101;1;18/11/2019;NEPOUI_BAIE;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:31;11:53;22;32;11;15.7;NA;NA;marine;BAIE;LV02 274;-21.35807399;164.979331;LV02 275;164.978495;-21.34673604;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190444;TR0040102;2;18/11/2019;NEPOUI_BAIE;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:54;13:24;30;32;11;15.7;NA;NA;marine;BAIE;LV02 278;-21.35108398;164.977454;LV02 279;164.986448;-21.343882;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190435;TR0040103;3;18/11/2019;NEPOUI_BAIE;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;14:01;14:22;21;32;11;15.7;NA;NA;marine;BAIE;LV02 280;-21.35615897;164.981901;LV02 281;164.983545;-21.34531204;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191021;TR0040201;1;21/11/2019;NEPOUI_LAGON;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:16;11:37;21;32;18;23;NA;NA;marine;LAGON;LV02 332;-21.39155801;164.975569;LV02 333;164.982602;-21.386983;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191041;TR0040202;2;21/11/2019;NEPOUI_LAGON;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:40;13:01;21;32;18;23;NA;NA;marine;LAGON;LV02 336;-21.386507;164.982904;LV02 337;164.989088;-21.38391397;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190434;TR0040203;3;21/11/2019;NEPOUI_LAGON;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:52;14:17;25;32;18;23;NA;NA;marine;LAGON;LV02 339;-21.37910502;164.98312;LV02 340;164.975329;-21.36994997;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191019;TR0040301;1;20/11/2019;NEPOUI_FONDS_BLANCS;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:19;11:43;24;32;3;4.6;NA;NA;marine;FONDS_BLANCS;LV02 311;-21.39020098;164.951005;LV02 312;164.945762;-21.38591104;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190443;TR0040302;2;20/11/2019;NEPOUI_FONDS_BLANCS;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:24;12:44;20;32;3;4.6;NA;NA;marine;FONDS_BLANCS;LV02 315;-21.38586997;164.945605;LV02 316;164.937833;-21.38780099;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190425;TR0040303;3;20/11/2019;NEPOUI_FONDS_BLANCS;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:24;13:45;21;32;3;4.6;NA;NA;marine;FONDS_BLANCS;LV02 319;-21.38726497;164.937613;LV02 321;164.931689;-21.38188203;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190433;TR0040401;1;19/11/2019;NEPOUI_BARRIERE_EXTERNE;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:05;12:28;23;32;15;18.9;NA;NA;marine;RECIF_BARRIERE;LV02 293;-21.39848499;164.918786;LV02 294;164.911779;-21.39287498;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190440;TR0040402;2;19/11/2019;NEPOUI_BARRIERE_EXTERNE;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:09;13:30;21;32;15;18.9;NA;NA;marine;RECIF_BARRIERE;LV02 301;-21.38815798;164.897325;LV02 297;164.898214;-21.38892199;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190437;TR0040403;3;19/11/2019;NEPOUI_BARRIERE_EXTERNE;NEPOUI;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;14:10;14:32;22;32;15;18.9;NA;NA;marine;RECIF_BARRIERE;LV02 299;-21.38651504;164.895984;LV02 300;164.886371;-21.38204397;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191088;TR0050101;1;03/12/2019;GATOPE_BAIE;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:54;12:15;21;32;10;15;NA;NA;marine;BAIE;LV02 350;-20.95572998;164.613488;LV02 351;164.619035;-20.95100803;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191049;TR0050102;2;03/12/2019;GATOPE_BAIE;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:58;13:18;20;32;10;15;NA;NA;marine;BAIE;LV02 353;-20.95155001;164.620238;LV02 354;164.630385;-20.94921003;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191050;TR0050103;3;03/12/2019;GATOPE_BAIE;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:57;14:18;21;32;10;15;NA;NA;marine;BAIE;LV02 357;-20.96201196;164.63046;LV02 358;164.630294;-20.95476497;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191016;TR0050201;1;02/12/2019;GATOPE_LAGON;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:07;15:24;17;32;20;24.6;NA;NA;marine;LAGON;LV02 360;-20.96982297;164.608105;LV02 361;164.605648;-20.96407701;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190446;TR0050202;2;02/12/2019;GATOPE_LAGON;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;13:45;14:08;23;32;20;24.6;NA;NA;marine;LAGON;LV02 379;-20.96426703;164.605733;LV02 380;164.601056;-20.95954098;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190442;TR0050203;3;02/12/2019;GATOPE_LAGON;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:36;15:57;21;32;20;24.6;NA;NA;marine;LAGON;LV02 382;-20.959544;164.601102;LV02 383;164.594957;-20.957546;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190428;TR0050301;1;04/12/2019;GATOPE_FONDS_BLANCS;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:53;11:13;20;32;5;6.7;NA;NA;marine;FONDS_BLANCS;LV02 393;-20.97107003;164.606232;LV02 394;164.598792;-20.96188104;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190417;TR0050302;2;04/12/2019;GATOPE_FONDS_BLANCS;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:52;12:17;25;32;5;6.7;NA;NA;marine;FONDS_BLANCS;LV02 397;-20.95967903;164.595707;LV02 398;164.586352;-20.95092698;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190426;TR0050303;3;04/12/2019;GATOPE_FONDS_BLANCS;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:57;13:18;21;32;5;6.7;NA;NA;marine;FONDS_BLANCS;LV02 400;-20.95097702;164.586165;LV02 401;164.575475;-20.94699302;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190429;TR0050401;1;03/12/2019;GATOPE_BARRIERE_EXTERNE;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;09:53;10:12;19;32;16;19.7;NA;NA;marine;RECIF_BARRIERE;LV02 370;-21.00414301;164.590195;LV02 371;164.581832;-21.00189197;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190419;TR0050402;2;03/12/2019;GATOPE_BARRIERE_EXTERNE;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:57;11:18;21;32;16;19.7;NA;NA;marine;RECIF_BARRIERE;LV02 373;-21.00147497;164.581627;LV02 374;164.575267;-20.99378801;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190432;TR0050403;3;03/12/2019;GATOPE_BARRIERE_EXTERNE;GATOPE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:53;12:18;25;32;16;19.7;NA;NA;marine;RECIF_BARRIERE;LV02 376;-20.99376303;164.575358;LV02 377;164.569977;-20.99530497;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190427;TR0060101;1;09/12/2019;GOLONE_BAIE;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:12;15:33;21;32;10;14;NA;NA;marine;BAIE;LV02 419;-20.33672299;164.12554;LV02 420;164.128004;-20.34363303;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190441;TR0060102;2;09/12/2019;GOLONE_BAIE;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;16:09;16:30;21;32;10;14;NA;NA;marine;BAIE;LV02 422;-20.34456401;164.128379;LV02 423;164.123415;-20.34681698;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190422;TR0060103;3;09/12/2019;GOLONE_BAIE;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;17:03;17:23;20;32;10;14;NA;NA;marine;BAIE;LV02 426;-20.34452403;164.1217;LV02 427;164.116006;-20.336552;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191093;TR0060201;1;11/12/2019;GOLONE_LAGON;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:49;11:10;21;32;19;23.3;NA;NA;marine;LAGON;LV02 463;-20.39139303;164.02002;LV02 464;164.016531;-20.38483503;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191076;TR0060202;2;11/12/2019;GOLONE_LAGON;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:54;12:22;28;32;19;23.3;NA;NA;marine;LAGON;LV02 466;-20.38958204;164.029432;LV02 467;164.024827;-20.38425601;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190438;TR0060203;3;11/12/2019;GOLONE_LAGON;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:57;13:19;22;32;19;23.3;NA;NA;marine;LAGON;LV02 469;-20.37757698;164.027466;LV02 470;164.023512;-20.37243702;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191087;TR0060301;1;11/12/2019;GOLONE_FONDS_BLANCS;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;14:16;14:38;22;32;5;7.7;NA;NA;marine;FONDS_BLANCS;LV02 472;-20.37520699;163.940367;LV02 473;163.936216;-20.36881797;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191077;TR0060302;2;11/12/2019;GOLONE_FONDS_BLANCS;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;15:16;15:38;22;32;5;7.7;NA;NA;marine;FONDS_BLANCS;LV02 475;-20.36849703;163.935579;LV02 476;163.931676;-20.362237;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190430;TR0060303;3;11/12/2019;GOLONE_FONDS_BLANCS;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;16:19;16:43;24;32;5;7.7;NA;NA;marine;FONDS_BLANCS;LV02 478;-20.36162001;163.932218;LV02 479;163.929476;-20.35667603;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191078;TR0060401;1;10/12/2019;GOLONE_BARRIERE_EXTERNE;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;10:18;10:35;17;32;13;16.6;NA;NA;marine;RECIF_BARRIERE;LV02 437;-20.38080602;163.934214;LV02 438;163.930157;-20.37343204;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191079;TR0060402;2;10/12/2019;GOLONE_BARRIERE_EXTERNE;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:15;11:35;20;32;13;16.6;NA;NA;marine;RECIF_BARRIERE;LV02 440;-20.37345199;163.929701;LV02 441;163.925143;-20.36529204;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY190424;TR0060403;3;10/12/2019;GOLONE_BARRIERE_EXTERNE;GOLONE;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;12:16;12:35;19;32;13;16.6;NA;NA;marine;RECIF_BARRIERE;LV02 444;-20.364925;163.924875;LV02 445;163.91924;-20.35949201;0.2;Florian Baletaud;LV;tuyau de 20 ou 30m desinfecte a la javel et rince entre deux transect
SPY191486;TR0070201;1;19/08/2020;GLN_lagon;GLN;Tropical_Southwestern_Pacific;NewCaledonia;REEF3.0;transect;transect_benthique;11:05;11:25;20;32;20;22.5;NA;NA;marine;Lagon;NA;-19.3972419854254;163.227148996666;NA;-19.3897229991853;163.227903032675;0.2;Laetitia Mathon;NA;NA
