code_spygen;code_explo;rep;date;station;site_name;province;country;project;sample_type;sample_method;time_start;time_end;duration_min;volume;depth_sampling;depth_seafloor;temperature;turbidity;habitat;habitat_type;gps_start;latitude_start;longitude_start;gps_end;latitude_end;longitude_end;filter;data_manager;gps_owner;comment
SPY190526;SM00501;1;13/06/2019;SM00501;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:58;NA;NA;32;251;259;NA;NA;marine;Sommet;NA;-23.6618;168.000383333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190533;SM00502;1;13/06/2019;SM00502;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:41;NA;NA;32;238;246;NA;NA;marine;Sommet;NA;-23.6706666666667;168.000916666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190489;SM00503;1;13/06/2019;SM00503;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:20;NA;NA;32;233;242;NA;NA;marine;Sommet;NA;-23.6789666666667;168.003366666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190496;SM00504;1;12/06/2019;SM00504;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:48;NA;NA;32;276;284;NA;NA;marine;Sommet;NA;-23.661;168.014166666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190509;SM00505;1;12/06/2019;SM00505;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:32;NA;NA;32;255;264;NA;NA;marine;Sommet;NA;-23.6694833333333;168.013533333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190450;SM00506;1;13/06/2019;SM00506;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:40;NA;NA;32;247;253;NA;NA;marine;Sommet;NA;-23.6787333333333;168.0125;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190411;SM00507;1;13/06/2019;SM00507;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:18;NA;NA;32;251;260;NA;NA;marine;Sommet;NA;-23.69304;168.01192;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190498;SM00508;1;14/06/2019;SM00508;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:07;NA;NA;32;260;268;NA;NA;marine;Sommet;NA;-23.6962;168.012383333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190540;SM00509;1;13/06/2019;SM00509;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:01;NA;NA;32;258;261;NA;NA;marine;Sommet;NA;-23.6882833333333;168.002733333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190510;SM00510;1;14/06/2019;SM00510;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:47;NA;NA;32;303;313;NA;NA;marine;Sommet;NA;-23.70904;168.01141;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190454;SM00511_1000;1;12/06/2019;SM00511;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:02;NA;NA;32;1000;1115;NA;NA;marine;Pelagique;NA;-23.6354166666667;168.051233333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190514;SM00511_150;1;12/06/2019;SM00511;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:02;NA;NA;32;150;1120;NA;NA;marine;Pelagique;NA;-23.63465;168.05225;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190545;SM00511_20;1;12/06/2019;SM00511;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:06;NA;NA;32;20;1118;NA;NA;marine;Pelagique;NA;-23.6352333333333;168.052133333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190481;SM00511_250;1;12/06/2019;SM00511;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:22;NA;NA;32;250;1125;NA;NA;marine;Pelagique;NA;-23.6363166666667;168.0552;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190406;SM00511_500;1;12/06/2019;SM00511;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:15;NA;NA;32;500;1120;NA;NA;marine;Pelagique;NA;-23.6359833333333;168.034566666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190486;SM00511_80;1;12/06/2019;SM00511;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:04;NA;NA;32;80;1118;NA;NA;marine;Pelagique;NA;-23.6349666666667;168.0522;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190391;SM00512_1000;1;14/06/2019;SM00512;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:00;NA;NA;32;1000;1207;NA;NA;marine;Pelagique;NA;-23.73075;167.974283333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190469;SM00512_150;1;14/06/2019;SM00512;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:04;NA;NA;32;150;1204;NA;NA;marine;Pelagique;NA;-23.7305666666667;167.97385;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190491;SM00512_20;1;14/06/2019;SM00512;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:08;NA;NA;32;20;1207;NA;NA;marine;Pelagique;NA;-23.7307666666667;167.973783333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190455;SM00512_250;1;14/06/2019;SM00512;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:19;NA;NA;32;250;1219;NA;NA;marine;Pelagique;NA;-23.732;167.974166666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190522;SM00512_500;1;14/06/2019;SM00512;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:13;NA;NA;32;500;1211;NA;NA;marine;Pelagique;NA;-23.73135;167.974;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190471;SM00512_80;1;14/06/2019;SM00512;Jumeau_West;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:06;NA;NA;32;80;1203;NA;NA;marine;Pelagique;NA;-23.73065;167.973783333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190482;SM00512_blanc;1;14/06/2019;SM00512;NA;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;control;control;NA;NA;NA;32;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190511;SM00601;1;19/06/2019;SM00601;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;06:32;NA;NA;32;483;488;NA;NA;marine;Sommet;NA;-23.6952166666667;167.75485;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190490;SM00602;1;14/06/2019;SM00602;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:40;NA;NA;32;483;488;NA;NA;marine;Sommet;NA;-23.6405833333333;167.684766666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190449;SM00603;1;15/06/2019;SM00603;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:46;NA;NA;32;461;466;NA;NA;marine;Sommet;NA;-23.6223333;167.7141667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190518;SM00604;1;15/06/2019;SM00604;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:27;NA;NA;32;491;484;NA;NA;marine;Sommet;NA;-23.5963333;167.6903333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190501;SM00605;1;15/06/2019;SM00605;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:39;NA;NA;32;464;471;NA;NA;marine;Sommet;NA;-23.6161667;167.6881667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190505;SM00606;1;14/06/2019;SM00606;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:58;NA;NA;32;470;476;NA;NA;marine;Sommet;NA;-23.6618333333333;167.699833333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190525;SM00607;1;14/06/2019;SM00607;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:17;NA;NA;32;477;486;NA;NA;marine;Sommet;NA;-23.6864166666667;167.721016666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190504;SM00608;1;14/06/2019;SM00608;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:20;NA;NA;32;471;480;NA;NA;marine;Sommet;NA;-23.67705;167.742033333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190453;SM00609;1;14/06/2019;SM00609;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:49;NA;NA;32;434;439;NA;NA;marine;Sommet;NA;-23.6438666666667;167.725216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190410;SM00610;1;14/06/2019;SM00610;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:10;NA;NA;32;455;461;NA;NA;marine;Sommet;NA;-23.6641666666667;167.720216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190398;SM00611_1000;1;15/06/2019;SM00611;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:01;NA;NA;32;1000;1099;NA;NA;marine;Pelagique;NA;-23.6199;167.778783333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190458;SM00611_150;1;15/06/2019;SM00611;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:02;NA;NA;32;150;1100;NA;NA;marine;Pelagique;NA;-23.6205;167.778983333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190461;SM00611_20;1;15/06/2019;SM00611;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:06;NA;NA;32;20;1098;NA;NA;marine;Pelagique;NA;-23.6209666666667;167.779283333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190536;SM00611_250;1;15/06/2019;SM00611;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:20;NA;NA;32;250;1105;NA;NA;marine;Pelagique;NA;-23.6207833333333;167.779966666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190506;SM00611_500;1;15/06/2019;SM00611;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:14;NA;NA;32;500;1103;NA;NA;marine;Pelagique;NA;-23.6204166666667;167.779533333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190393;SM00611_80;1;15/06/2019;SM00611;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:04;NA;NA;32;80;1100;NA;NA;marine;Pelagique;NA;-23.6205;167.779216666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190494;SM00612_1000;1;19/06/2019;SM00612;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:42;NA;NA;32;1000;1104;NA;NA;marine;Pelagique;NA;-23.7069;167.799266666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191587;SM00612_150;1;19/06/2019;SM00612;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:44;NA;NA;32;150;1103;NA;NA;marine;Pelagique;NA;-23.7064666666667;167.79905;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191040;SM00612_20;1;19/06/2019;SM00612;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:48;NA;NA;32;20;1103;NA;NA;marine;Pelagique;NA;-23.7064666666667;167.79905;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190530;SM00612_250;1;19/06/2019;SM00612;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:01;NA;NA;32;250;1105;NA;NA;marine;Pelagique;NA;-23.7064833333333;167.7998;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190407;SM00612_500;1;19/06/2019;SM00612;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:55;NA;NA;32;500;1104;NA;NA;marine;Pelagique;NA;-23.7067666666667;167.799466666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190403;SM00612_80;1;19/06/2019;SM00612;Stylaster;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:46;NA;NA;32;80;1103;NA;NA;marine;Pelagique;NA;-23.7064666666667;167.79905;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190405;SM00701;1;17/06/2019;SM00701;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:25;NA;NA;32;236;244;NA;NA;marine;Sommet;NA;-24.7063;168.139883333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190386;SM00702;1;17/06/2019;SM00702;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;10:27;NA;NA;32;304;312;NA;NA;marine;Sommet;NA;-24.7215666666667;168.116566666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191583;SM00703;1;16/06/2019;SM00703;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;16:31;NA;NA;32;275;284;NA;NA;marine;Sommet;NA;-24.7288833333333;168.148083333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191589;SM00704;1;17/06/2019;SM00704;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:05;NA;NA;32;256;265;NA;NA;marine;Sommet;NA;-24.7195333333333;168.160616666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190457;SM00705;1;17/06/2019;SM00705;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;09:45;NA;NA;32;230;238;NA;NA;marine;Sommet;NA;-24.7433833333333;168.13055;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190487;SM00706;1;16/06/2019;SM00706;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:12;NA;NA;32;235;242;NA;NA;marine;Sommet;NA;-24.7583333333333;168.148133333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190451;SM00707;1;16/06/2019;SM00707;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:35;NA;NA;32;267;273;NA;NA;marine;Sommet;NA;-24.7716333333333;168.136366666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190503;SM00708;1;16/06/2019;SM00708;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:51;NA;NA;32;257;261;NA;NA;marine;Sommet;NA;-24.8028166666667;168.14795;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190462;SM00709;1;16/06/2019;SM00709;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:09;NA;NA;32;320;325;NA;NA;marine;Sommet;NA;-24.7782333333333;168.1586;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190387;SM00710;1;16/06/2019;SM00710;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:49;NA;NA;32;255;263;NA;NA;marine;Sommet;NA;-24.7416;168.159233333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190528;SM00711_1000;1;17/06/2019;SM00711;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:42;NA;NA;32;1000;1385;NA;NA;marine;Pelagique;NA;-24.6531333333333;168.125116666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190408;SM00711_150;1;17/06/2019;SM00711;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:43;NA;NA;32;150;1391;NA;NA;marine;Pelagique;NA;-24.6522833333333;168.12495;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191584;SM00711_20;1;17/06/2019;SM00711;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:48;NA;NA;32;20;1391;NA;NA;marine;Pelagique;NA;-24.6522833333333;168.12495;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190456;SM00711_250;1;17/06/2019;SM00711;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:01;NA;NA;32;250;1385;NA;NA;marine;Pelagique;NA;-24.6531333333333;168.125116666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190508;SM00711_500;1;17/06/2019;SM00711;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:54;NA;NA;32;500;1385;NA;NA;marine;Pelagique;NA;-24.6531333333333;168.125116666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY190499;SM00711_80;1;17/06/2019;SM00711;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;12:46;NA;NA;32;80;1391;NA;NA;marine;Pelagique;NA;-24.6522833333333;168.12495;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191586;SM00712_1000;1;17/06/2019;SM00712;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:23;NA;NA;32;1000;1670;NA;NA;marine;Pelagique;NA;-24.7395333333333;168.202666666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191045;SM00712_150;1;17/06/2019;SM00712;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:24;NA;NA;32;150;1649;NA;NA;marine;Pelagique;NA;-24.7401333333333;168.202133333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191585;SM00712_20;1;17/06/2019;SM00712;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:28;NA;NA;32;20;1647;NA;NA;marine;Pelagique;NA;-24.74025;168.201983333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191044;SM00712_250;1;17/06/2019;SM00712;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:45;NA;NA;32;250;1660;NA;NA;marine;Pelagique;NA;-24.73955;168.202616666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191582;SM00712_500;1;17/06/2019;SM00712;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;07:38;NA;NA;32;500;1660;NA;NA;marine;Pelagique;NA;-24.73945;168.202733333333;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191591;SM00712_80;1;17/06/2019;SM00712;Kaimon_Maru;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;08:26;NA;NA;32;80;1648;NA;NA;marine;Pelagique;NA;-24.7402166666667;168.202116666667;NA;NA;NA;0.2;Laetitia Mathon;NA;NA
SPY191446;SM00801;1;11/08/2020;SM00801;Eponge;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;11:26;NA;NA;32;525;530;NA;NA;marine;Sommet;605;-24.9126200191677;168.359084967524;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191475;SM00802;1;11/08/2020;SM00802;Eponge;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;13:12;NA;NA;32;512;518;NA;NA;marine;Sommet;607;-24.9294969812036;168.354447009042;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191457;SM00803;1;11/08/2020;SM00803;Eponge;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;15:04;NA;NA;32;530;536;NA;NA;marine;Sommet;609;-24.9393739644438;168.358698980883;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
SPY191452;SM00804;1;11/08/2020;SM00804;Eponge;Tropical_Southwestern_Pacific;NewCaledonia;SEAMOUNTS;point;niskin;14:10;NA;NA;32;541;545;NA;NA;marine;Sommet;608;-24.9271320272237;168.368084030226;NA;NA;NA;0.2;Laetitia Mathon;Laurent Vigliola (LV01);NA
